frame,leader_x,leader_y,f1_x,f1_y,f2_x,f2_y,f3_x,f3_y,f4_x,f4_y
431,1.180801,-0.0001073021,1.180538,-1.5001723,1.1803801,1.4998579,1.1807216,-3.0002494,1.1807264,2.9997203
432,1.184346,-0.00010637811,1.1840818,-1.5001729,1.1839488,1.4998579,1.1842874,-3.0002456,1.1842964,2.999721
433,1.1878662,-0.00010693691,1.1876619,-1.5001723,1.187494,1.4998631,1.1878308,-3.0002506,1.1878389,2.99972
434,1.191413,-0.00010531749,1.1912044,-1.5001732,1.1910156,1.4998673,1.1913515,-3.0002537,1.1913613,2.9997177
435,1.1949911,-0.00010182496,1.1947262,-1.500175,1.1945616,1.4998705,1.1948965,-3.0002575,1.1949056,2.9997146
436,1.1985335,-0.000103733706,1.1982718,-1.5001742,1.1981453,1.4998724,1.1984599,-3.0002594,1.1984866,2.9997158
437,1.2020553,-0.00010552979,1.2018615,-1.5001717,1.2016863,1.4998727,1.2020019,-3.000255,1.2020284,2.9997134
438,1.2056004,-0.00010532691,1.2054014,-1.5001749,1.2052106,1.4998714,1.2055221,-3.0002537,1.2055523,2.9997098
439,1.2091784,-0.00010220822,1.2089233,-1.5001785,1.2087523,1.4998666,1.2090673,-3.0002537,1.2090964,2.999703
440,1.2127188,-0.00010317867,1.212471,-1.5001781,1.2123246,1.499868,1.212648,-3.0002532,1.2126585,2.9997065
441,1.2162404,-0.00010550642,1.2160399,-1.5001762,1.2158641,1.499868,1.2161908,-3.0002525,1.2162019,2.9997003
442,1.219782,-0.00011021619,1.219582,-1.5001765,1.2193861,1.4998658,1.219713,-3.000253,1.2197188,2.999695
443,1.2233722,-0.00010505607,1.2231027,-1.5001789,1.2229294,1.4998617,1.2232578,-3.0002537,1.2232691,2.9996974
444,1.2269127,-0.0001095773,1.226651,-1.5001779,1.2265099,1.4998636,1.2268428,-3.0002522,1.2268236,2.9996989
445,1.2304305,-0.00011264879,1.2302324,-1.5001751,1.230053,1.4998616,1.2303829,-3.000254,1.2303702,2.9996934
446,1.2339786,-0.00011157104,1.2337767,-1.5001767,1.2335773,1.4998597,1.2339058,-3.0002573,1.2338898,2.999689
447,1.2375381,-0.00010919308,1.2372967,-1.5001793,1.2371193,1.4998561,1.2374505,-3.0002635,1.2374336,2.9996853
448,1.2410824,-0.000107059364,1.2408429,-1.500179,1.2406976,1.499859,1.2410212,-3.0002596,1.2410141,2.9996855
449,1.2446039,-0.00010696033,1.2444215,-1.500177,1.2442425,1.4998572,1.2445636,-3.0002654,1.244559,2.9996834
450,1.2481482,-0.00010653207,1.247964,-1.5001788,1.24776,1.4998543,1.2480837,-3.0002694,1.2480811,2.9996805
451,1.2517214,-0.00010394321,1.2514875,-1.5001814,1.2513059,1.4998562,1.2516279,-3.000274,1.2516257,2.9996738
452,1.255264,-0.00010510652,1.2550317,-1.5001869,1.2548851,1.4998562,1.2551877,-3.0002732,1.2552044,2.9996789
453,1.2587856,-0.00010744396,1.2586095,-1.5001824,1.258427,1.4998585,1.2587321,-3.000274,1.2587463,2.999673
454,1.2623299,-0.00010580576,1.2621508,-1.5001878,1.261946,1.4998583,1.2622546,-3.0002754,1.2622651,2.9996686
455,1.2659199,-0.00010297446,1.2656691,-1.5001915,1.2654959,1.4998596,1.2657981,-3.0002801,1.2658144,2.9996705
456,1.2694583,-0.00010314575,1.2692173,-1.5001901,1.2690846,1.4998618,1.2693706,-3.000277,1.2693659,2.99967
457,1.2729805,-0.000105785795,1.2727715,-1.5001904,1.2726244,1.4998598,1.2729115,-3.0002804,1.2729131,2.9996693
458,1.2765256,-0.000105403145,1.2763159,-1.5001887,1.2761464,1.4998556,1.2764357,-3.0002842,1.276433,2.999666
459,1.2800997,-0.00010231993,1.279836,-1.500189,1.279692,1.4998564,1.2799786,-3.0002897,1.2799761,2.999661
460,1.2836412,-0.00010230348,1.2833809,-1.5001881,1.283269,1.4998585,1.2835528,-3.0002854,1.2835644,2.999661
461,1.287164,-0.00010412688,1.2869713,-1.5001858,1.2868094,1.499858,1.2870942,-3.0002918,1.2871038,2.9996586
462,1.2907083,-0.00010305531,1.2905117,-1.500187,1.290335,1.4998568,1.2906139,-3.0002966,1.2906286,2.9996552
463,1.2942939,-0.00010000492,1.2940332,-1.5001898,1.2938768,1.4998535,1.2941593,-3.0003014,1.2941716,2.9996488
464,1.2978346,-0.00010153263,1.2975792,-1.5001959,1.2974628,1.4998598,1.2977148,-3.0003033,1.2977421,2.9996538
465,1.3013587,-0.00010373046,1.3011436,-1.500192,1.3010021,1.4998548,1.30126,-3.0003,1.3012846,2.9996474
466,1.304902,-0.000108140885,1.3046852,-1.5001975,1.3045236,1.4998509,1.3047782,-3.0003,1.3048052,2.9996436
467,1.3084794,-0.00010315091,1.3082068,-1.5002006,1.3080704,1.4998477,1.3083254,-3.0002992,1.3083515,2.9996388
468,1.3120208,-0.00010827192,1.3117522,-1.5002041,1.3116148,1.4998457,1.3118961,-3.0002992,1.311909,2.9996336
469,1.3155416,-0.00011115169,1.3153127,-1.5002053,1.315159,1.4998505,1.3154396,-3.0002985,1.3154521,2.9996397
470,1.3190724,-0.00011325971,1.3188578,-1.5002024,1.3186731,1.4998542,1.3189608,-3.000299,1.3189594,2.9996428
471,1.3226465,-0.00010759613,1.3223783,-1.5002003,1.3222203,1.4998538,1.3225056,-3.000299,1.3225098,2.9996421
472,1.3261842,-0.00010583289,1.325924,-1.5001994,1.3257792,1.4998556,1.3260978,-3.0002973,1.3260889,2.9996438
473,1.3297014,-0.00010445038,1.3295063,-1.5001985,1.3293227,1.4998559,1.3296397,-3.000299,1.3296324,2.9996426
474,1.3332485,-0.00010354308,1.3330493,-1.5001976,1.332842,1.4998541,1.3331593,-3.0003026,1.3331528,2.9996395
475,1.3367825,-0.00010074914,1.336571,-1.500198,1.3363838,1.4998555,1.3367066,-3.0003028,1.3366992,2.9996364
476,1.3403224,-0.000102961465,1.3401154,-1.5001968,1.3399763,1.4998596,1.3402783,-3.0003014,1.3402681,2.9996347
477,1.3438475,-0.00010561483,1.3437039,-1.5001947,1.3435159,1.4998585,1.3438221,-3.0003028,1.3438126,2.999635
478,1.347392,-0.000109146305,1.3472431,-1.5001975,1.3470395,1.4998561,1.3473448,-3.0003057,1.3473319,2.9996336
479,1.3509531,-0.00010827555,1.3507688,-1.5002006,1.3505855,1.4998572,1.3508893,-3.0003073,1.3508804,2.9996352
480,1.3544989,-0.000108089276,1.3543113,-1.5002062,1.3541548,1.4998575,1.3544698,-3.0003047,1.354474,2.9996371
481,1.3580215,-0.00010965292,1.3578794,-1.5002021,1.357701,1.4998602,1.3580104,-3.0003066,1.3580164,2.9996345
482,1.3615632,-0.00011475332,1.3614222,-1.5002079,1.361219,1.4998589,1.361534,-3.0003097,1.3615352,2.9996307
483,1.3651485,-0.00011076226,1.3649412,-1.5002111,1.3647622,1.499859,1.365078,-3.000316,1.3650846,2.999631
484,1.3686873,-0.00011436865,1.3684874,-1.5002141,1.3683584,1.4998608,1.3686467,-3.0003119,1.368648,2.9996321
485,1.3722117,-0.00011748442,1.3720491,-1.5002186,1.371897,1.4998584,1.3721896,-3.0003173,1.3721919,2.9996307
486,1.37576,-0.00011534165,1.3755925,-1.5002114,1.3754224,1.4998544,1.3757092,-3.0003207,1.3757133,2.9996276
487,1.379323,-0.00011374919,1.3791102,-1.5002064,1.3789687,1.4998546,1.3792555,-3.0003235,1.3792589,2.9996276
488,1.3828683,-0.000113240516,1.3826587,-1.5002044,1.3825414,1.4998534,1.3828169,-3.0003283,1.3828477,2.9996297
489,1.3863884,-0.00011487898,1.3862236,-1.5002047,1.3860829,1.499857,1.3863617,-3.0003216,1.3863878,2.9996274
490,1.389933,-0.00011411999,1.3897686,-1.5002033,1.3896004,1.4998577,1.3898797,-3.000317,1.3899083,2.999624
491,1.3935242,-0.00011075207,1.3932878,-1.5002059,1.393146,1.4998581,1.393426,-3.0003152,1.3934535,2.9996173
492,1.3970513,-0.000112121925,1.3968308,-1.5002087,1.3967115,1.4998628,1.3970011,-3.0003152,1.3970095,2.999623
493,1.4005704,-0.00011979237,1.4004207,-1.5002078,1.4002503,1.499861,1.4005426,-3.0003157,1.4005523,2.999619
494,1.4041101,-0.000120717144,1.4039593,-1.5002099,1.4037681,1.4998578,1.4040668,-3.000317,1.4040635,2.9996161
495,1.4076695,-0.00011983136,1.407484,-1.5002137,1.4073107,1.4998604,1.4076087,-3.0003211,1.407614,2.9996152
496,1.4112147,-0.000118914024,1.411027,-1.5002201,1.410889,1.4998636,1.4111948,-3.0003192,1.4111593,2.9996152
497,1.414736,-0.00011881783,1.414591,-1.5002154,1.414426,1.4998623,1.414736,-3.0003226,1.4147055,2.9996161
498,1.4182794,-0.000117316915,1.4181348,-1.5002209,1.4179404,1.499861,1.4182602,-3.000326,1.4182237,2.999613
499,1.4218652,-0.0001140214,1.4216537,-1.5002247,1.4214871,1.499858,1.4218037,-3.0003312,1.4217728,2.9996092
500,1.4254059,-0.00011540692,1.425201,-1.5002279,1.425044,1.4998578,1.4253784,-3.0003269,1.4253104,2.9996047
501,1.4289286,-0.00011770742,1.4287544,-1.5002332,1.428589,1.4998608,1.4289204,-3.0003328,1.4288578,2.9996083
502,1.432474,-0.000116907366,1.432299,-1.5002261,1.4321116,1.4998634,1.4324396,-3.0003364,1.4323758,2.9996111
503,1.4360567,-0.00011348973,1.4358153,-1.500221,1.4356529,1.4998646,1.4359864,-3.00034,1.4359221,2.9996133
504,1.4395965,-0.000114100156,1.4393629,-1.50022,1.4392442,1.4998662,1.4395449,-3.0003412,1.4394983,2.9996138
505,1.4431179,-0.000115898925,1.442926,-1.5002205,1.4427865,1.4998655,1.443091,-3.0003383,1.4430412,2.9996135
506,1.446663,-0.00011448573,1.4464707,-1.5002196,1.4463043,1.4998631,1.4466096,-3.000337,1.4465618,2.9996119
507,1.4502434,-0.0001110525,1.4499911,-1.5002203,1.4498512,1.4998634,1.4501566,-3.0003366,1.4501041,2.9996119
508,1.4537842,-0.00011186887,1.453534,-1.50022,1.4534249,1.4998658,1.4537396,-3.000337,1.4536878,2.9996135
509,1.4573076,-0.00011390406,1.45713,-1.5002174,1.4569663,1.499864,1.4572823,-3.000336,1.4572312,2.9996123
510,1.4608514,-0.00011292012,1.4606708,-1.5002207,1.4604907,1.4998617,1.4608037,-3.0003364,1.4607518,2.9996095
511,1.464442,-0.00010907579,1.4641912,-1.5002242,1.4640372,1.4998608,1.4643456,-3.000338,1.4642955,2.9996042
512,1.4679806,-0.00011022008,1.4677393,-1.5002253,1.4676158,1.4998614,1.4679395,-3.000336,1.4678609,2.999605
513,1.4715031,-0.000112726935,1.4713004,-1.5002247,1.4711565,1.4998633,1.4714773,-3.000339,1.4714023,2.999602
514,1.4750491,-0.0001121227,1.474843,-1.5002239,1.4746764,1.4998621,1.475001,-3.0003433,1.4749264,2.9995985
515,1.4786267,-0.000108139735,1.4783661,-1.5002252,1.4782248,1.4998621,1.4785485,-3.0003438,1.4784688,2.999593
516,1.4821686,-0.0001095862,1.4819093,-1.5002284,1.4817967,1.4998643,1.4821069,-3.0003452,1.4820464,2.9995973
517,1.4856915,-0.00011126471,1.4854796,-1.500228,1.4853382,1.499863,1.4856504,-3.0003428,1.4855874,2.9995918
518,1.489237,-0.00011009491,1.4890223,-1.5002285,1.4888642,1.4998602,1.4891708,-3.0003428,1.4891073,2.9995878
519,1.4928219,-0.000106111846,1.4925444,-1.5002303,1.4924111,1.4998609,1.4927142,-3.0003426,1.4926536,2.9995832
520,1.4963626,-0.00010672892,1.4960892,-1.5002351,1.4959958,1.4998643,1.496305,-3.0003426,1.4962074,2.999579
521,1.4998862,-0.000108785964,1.4996642,-1.5002345,1.4995388,1.4998615,1.4998437,-3.0003448,1.4997525,2.999584
522,1.5034312,-0.000107551845,1.5032063,-1.5002362,1.5030613,1.4998579,1.503368,-3.000349,1.50327,2.9995868
523,1.5070124,-0.000104140534,1.50673,-1.5002389,1.5066054,1.4998528,1.5069127,-3.0003552,1.5068164,2.9995854
524,1.5105529,-0.00010372491,1.5102729,-1.5002445,1.5101733,1.4998549,1.5104736,-3.000352,1.5103825,2.9995852
525,1.5140747,-0.00010538567,1.5138562,-1.5002395,1.513714,1.4998538,1.5140177,-3.0003576,1.513925,2.9995847
526,1.5176198,-0.00010424857,1.5173978,-1.5002451,1.5172356,1.4998522,1.5175394,-3.000361,1.5174465,2.9995825
527,1.5212,-0.00010093686,1.5209156,-1.5002494,1.5207864,1.4998537,1.5210851,-3.000365,1.5209922,2.9995828
528,1.5247414,-0.00010162663,1.5244633,-1.5002539,1.5243683,1.4998559,1.5246375,-3.0003684,1.5245794,2.999585
529,1.5282663,-0.00010339788,1.5280179,-1.5002582,1.5279076,1.4998555,1.5281823,-3.0003617,1.5281209,2.9995825
530,1.531808,-0.00010739634,1.5315634,-1.5002524,1.5314301,1.4998531,1.5317018,-3.0003579,1.5316421,2.9995794
531,1.53539,-0.000102402446,1.535082,-1.5002493,1.534975,1.4998538,1.5352492,-3.0003521,1.5351874,2.9995768
532,1.5389285,-0.00010645007,1.5386295,-1.500247,1.5385586,1.4998568,1.538808,-3.0003471,1.538753,2.9995782
533,1.5424527,-0.00010819894,1.5421962,-1.5002476,1.5421013,1.4998548,1.5423532,-3.0003533,1.5422941,2.9995768
534,1.5459971,-0.0001102151,1.5457408,-1.5002452,1.5456201,1.499852,1.5458704,-3.0003588,1.5458164,2.9995735
535,1.5495564,-0.00010892539,1.5492604,-1.5002458,1.5491625,1.499852,1.5494194,-3.0003564,1.549351,2.9995682
536,1.5530701,-0.00010678213,1.552804,-1.5002463,1.5527186,1.4998531,1.5529828,-3.0003574,1.5528945,2.999564
537,1.556579,-0.00010158757,1.5563953,-1.5002463,1.5562555,1.4998544,1.5565277,-3.0003564,1.5564425,2.9995701
538,1.5601273,-9.918624e-05,1.559935,-1.5002493,1.559767,1.499852,1.560049,-3.0003572,1.559945,2.9995725
539,1.563678,-9.8846365e-05,1.5634583,-1.500253,1.5633088,1.4998505,1.563592,-3.0003567,1.5634978,2.999573
540,1.5672233,-9.459265e-05,1.5670063,-1.5002526,1.5668752,1.4998507,1.5671873,-3.000354,1.5670841,2.999573
541,1.5707406,-9.48792e-05,1.5705756,-1.5002522,1.5704149,1.4998535,1.5707273,-3.0003576,1.570628,2.999573
542,1.5742892,-9.319174e-05,1.57412,-1.5002526,1.573934,1.4998518,1.5742519,-3.0003614,1.5741465,2.9995706
543,1.5778761,-9.220453e-05,1.5776422,-1.5002532,1.5774791,1.4998498,1.5777955,-3.000367,1.5776951,2.9995716
544,1.5814162,-8.92402e-05,1.581184,-1.500253,1.581044,1.4998502,1.5813605,-3.0003643,1.5812802,2.999573
545,1.5849401,-8.7535445e-05,1.5847747,-1.5002507,1.5845817,1.4998505,1.584904,-3.0003698,1.5848223,2.9995704
546,1.5884851,-8.5144784e-05,1.5883163,-1.5002528,1.5881062,1.4998487,1.5884229,-3.0003743,1.5883439,2.9995668
547,1.592068,-8.2913e-05,1.5918353,-1.5002574,1.5916495,1.4998498,1.5919712,-3.0003724,1.5918912,2.9995608
548,1.5956099,-8.377457e-05,1.5953839,-1.5002563,1.5952274,1.4998503,1.5955333,-3.0003738,1.5954537,2.999558
549,1.5991318,-8.53542e-05,1.5989498,-1.5002545,1.5987647,1.4998522,1.5990784,-3.0003731,1.5989949,2.9995615
550,1.6026753,-8.592121e-05,1.6024935,-1.5002555,1.6022877,1.4998517,1.6025984,-3.0003738,1.6025143,2.9995637
551,1.6062527,-8.197798e-05,1.606017,-1.5002575,1.6058284,1.4998524,1.6061435,-3.000373,1.6060622,2.9995651
552,1.6097915,-8.252402e-05,1.609561,-1.5002627,1.6094226,1.4998536,1.6097376,-3.0003712,1.6096414,2.999565
553,1.613316,-8.455069e-05,1.6131396,-1.500258,1.6129609,1.4998556,1.6132768,-3.0003748,1.6131856,2.9995673
554,1.6168641,-8.928465e-05,1.6166819,-1.5002637,1.6164826,1.4998544,1.6168014,-3.0003786,1.616705,2.9995668
555,1.6204265,-8.919084e-05,1.6202025,-1.5002675,1.6200258,1.499855,1.6203455,-3.0003843,1.6202506,2.999567
556,1.6239703,-8.6853026e-05,1.623746,-1.5002719,1.6236081,1.4998554,1.6239126,-3.0003822,1.6238351,2.9995687
557,1.6274896,-8.545849e-05,1.6273084,-1.5002722,1.627151,1.4998585,1.6274561,-3.0003867,1.6273783,2.9995656
558,1.6310232,-8.18897e-05,1.6308485,-1.5002717,1.6306579,1.4998584,1.6309762,-3.0003917,1.630886,2.9995623
559,1.6346142,-8.015723e-05,1.6343719,-1.5002724,1.6342019,1.4998653,1.6345253,-3.0003903,1.634434,2.9995627
560,1.638149,-7.911392e-05,1.6379187,-1.5002713,1.6377635,1.4998702,1.6380991,-3.000391,1.6380079,2.9995618
561,1.64167,-7.7354e-05,1.6414901,-1.5002697,1.6413049,1.4998653,1.6416425,-3.0003896,1.6415523,2.9995623
562,1.645219,-7.392584e-05,1.6450325,-1.5002712,1.6448165,1.4998616,1.6451638,-3.00039,1.6450697,2.99956
563,1.6487887,-7.2999916e-05,1.6485555,-1.5002733,1.6483635,1.4998646,1.6487064,-3.0003908,1.6486177,2.9995615
564,1.6523303,-6.9220056e-05,1.6520993,-1.5002775,1.6519368,1.4998641,1.6523006,-3.0003884,1.6522108,2.999563
565,1.6558502,-6.9602895e-05,1.6556817,-1.5002726,1.6554878,1.4998639,1.6558418,-3.000391,1.6557518,2.9995608
566,1.6593959,-6.806449e-05,1.6592227,-1.500278,1.6590093,1.4998615,1.6593634,-3.000395,1.6592743,2.9995577
567,1.662975,-6.477909e-05,1.6627406,-1.5002819,1.6625566,1.4998554,1.6629096,-3.0003958,1.6628195,2.9995518
568,1.6665174,-6.566606e-05,1.6662908,-1.5002793,1.6660892,1.4998596,1.6664797,-3.0003934,1.6663806,2.9995553
569,1.670041,-6.7260924e-05,1.6698425,-1.5002801,1.6696488,1.4998577,1.6700236,-3.0003948,1.6699234,2.9995513
570,1.6735861,-6.733123e-05,1.6733898,-1.5002782,1.6731706,1.499859,1.6735461,-3.0003972,1.6734444,2.999548
571,1.6771598,-6.580395e-05,1.6769092,-1.5002795,1.6767012,1.4998591,1.6770904,-3.0004027,1.6769918,2.999545
572,1.6806992,-6.3738946e-05,1.6804531,-1.5002784,1.6802484,1.4998628,1.6806713,-3.0003972,1.6805379,2.9995403
573,1.6842219,-6.3417836e-05,1.6840465,-1.5002761,1.6837761,1.4998634,1.6842134,-3.000403,1.6840842,2.999547
574,1.6877692,-6.099653e-05,1.6875863,-1.5002787,1.6873248,1.499866,1.6877296,-3.0004067,1.6875994,2.9995518
575,1.6913517,-5.9474387e-05,1.6911108,-1.500282,1.6908411,1.4998643,1.6912777,-3.0004065,1.6911482,2.999553
576,1.6948928,-5.7520247e-05,1.6946551,-1.5002872,1.6943852,1.4998642,1.6948394,-3.0004044,1.6947052,2.9995515
577,1.6984135,-5.732661e-05,1.6982249,-1.500284,1.69798,1.4998664,1.6983854,-3.000406,1.6982491,2.999554
578,1.7019606,-5.524988e-05,1.7017654,-1.5002891,1.7015175,1.4998689,1.701908,-3.0004084,1.701767,2.9995518
579,1.7055507,-5.1635994e-05,1.7052864,-1.5002928,1.70504,1.4998685,1.7054523,-3.0004117,1.7053152,2.9995513
580,1.7090899,-5.2131436e-05,1.7088345,-1.5002909,1.7085863,1.4998691,1.7090272,-3.0004072,1.7089037,2.999551
581,1.7126129,-5.378547e-05,1.7123924,-1.5002918,1.7121761,1.499871,1.71257,-3.000413,1.7124461,2.9995508
582,1.7161583,-5.8148988e-05,1.7159374,-1.5002898,1.715717,1.4998728,1.716088,-3.0004175,1.715968,2.99955
583,1.7197293,-5.2127616e-05,1.719457,-1.5002903,1.719238,1.4998716,1.7196376,-3.0004141,1.7195113,2.9995508
584,1.7232721,-5.615353e-05,1.7230011,-1.5002896,1.7227811,1.4998728,1.7231966,-3.0004153,1.7231029,2.999553
585,1.7267897,-5.7849324e-05,1.726595,-1.5002877,1.7263768,1.499875,1.7267419,-3.0004141,1.7266452,2.99955
586,1.7303395,-5.4701894e-05,1.7301344,-1.5002912,1.7299155,1.4998765,1.7302619,-3.0004144,1.7301645,2.9995468
587,1.7338965,-5.384647e-05,1.7336593,-1.5002946,1.733437,1.4998757,1.7338068,-3.0004134,1.7337132,2.9995468
588,1.7374405,-5.06499e-05,1.7372035,-1.5002998,1.7369847,1.4998777,1.7374017,-3.000411,1.737277,2.9995482
589,1.7409586,-5.0856223e-05,1.7407703,-1.5002975,1.7405754,1.499881,1.7409413,-3.0004141,1.7408198,2.9995472
590,1.7445036,-4.9521426e-05,1.7443115,-1.5003021,1.7441145,1.4998797,1.7444642,-3.0004187,1.7443426,2.9995453
591,1.7480986,-4.702386e-05,1.7478328,-1.5003066,1.7476366,1.499877,1.748012,-3.0004175,1.7478893,2.9995403
592,1.7516388,-4.6292753e-05,1.7513795,-1.5003067,1.7511818,1.4998804,1.751579,-3.0004175,1.7514632,2.9995418
593,1.7551619,-4.637571e-05,1.7549442,-1.5003071,1.7547629,1.4998811,1.7551222,-3.0004172,1.755003,2.999537
594,1.7587078,-4.438949e-05,1.7584889,-1.5003061,1.758303,1.4998841,1.7586434,-3.000418,1.7585264,2.9995341
595,1.7622874,-4.0917177e-05,1.7620095,-1.5003071,1.7618247,1.4998833,1.7621878,-3.000418,1.7620709,2.9995298
596,1.7658297,-4.1594365e-05,1.7655528,-1.5003064,1.7653697,1.4998842,1.7657813,-3.0004153,1.7656367,2.999529
597,1.7693514,-4.3392283e-05,1.7691474,-1.500305,1.7689539,1.4998862,1.7693235,-3.0004184,1.7691774,2.999532
598,1.7728966,-4.1687672e-05,1.7726859,-1.5003078,1.7724975,1.4998876,1.772845,-3.000422,1.7726986,2.9995327
599,1.7764848,-3.7837206e-05,1.7762097,-1.5003108,1.776018,1.4998877,1.7763922,-3.0004272,1.776245,2.9995327
600,1.7800251,-3.840588e-05,1.7797538,-1.5003158,1.7795632,1.4998896,1.7799522,-3.0004313,1.7798301,2.999533
601,1.7835473,-4.017869e-05,1.7833246,-1.5003122,1.7831433,1.4998916,1.7834966,-3.0004263,1.7833725,2.9995332
602,1.787094,-3.7591155e-05,1.7868655,-1.500318,1.7866827,1.4998918,1.7870154,-3.000424,1.7868934,2.9995315
603,1.7906686,-3.4730263e-05,1.7903842,-1.5003226,1.7902038,1.4998891,1.7905642,-3.000423,1.7904396,2.9995327
604,1.7942107,-3.4041062e-05,1.7939326,-1.5003207,1.7937508,1.4998919,1.7941401,-3.0004246,1.7940302,2.9995348
605,1.7977332,-3.4782992e-05,1.797492,-1.5003214,1.7973328,1.499893,1.7976831,-3.000422,1.7975707,2.9995325
606,1.8012767,-3.8553953e-05,1.8010371,-1.50032,1.8008734,1.4998965,1.8012034,-3.000422,1.8010944,2.999529
607,1.804855,-3.6569414e-05,1.8045565,-1.5003209,1.8043933,1.4998957,1.8047478,-3.0004222,1.8046383,2.9995232
608,1.8083974,-3.6060876e-05,1.8081014,-1.5003206,1.8079387,1.4998964,1.8083332,-3.000422,1.8082017,2.999527
609,1.8119206,-3.6503814e-05,1.8116941,-1.5003183,1.8115214,1.4999,1.8118744,-3.0004234,1.8117446,2.999522
610,1.8154649,-4.0771418e-05,1.8152345,-1.5003203,1.815063,1.4998988,1.8153956,-3.0004258,1.8152603,2.9995182
611,1.8190429,-3.5277357e-05,1.8187573,-1.500324,1.8185836,1.4998959,1.8189424,-3.000426,1.8188118,2.9995193
612,1.8225863,-3.9158884e-05,1.8223016,-1.5003302,1.82213,1.4998986,1.8225161,-3.0004237,1.8223661,2.9995174
613,1.8261045,-4.0704916e-05,1.8258672,-1.5003262,1.8257095,1.4999009,1.8260595,-3.0004258,1.8259112,2.99952
614,1.8296537,-3.585926e-05,1.8294096,-1.5003315,1.8292537,1.4999012,1.829583,-3.000429,1.8294302,2.9995186
615,1.8332139,-3.078823e-05,1.8329312,-1.5003347,1.8327726,1.4999002,1.8331264,-3.0004344,1.8329757,2.999518
616,1.8367567,-3.5383986e-05,1.8364749,-1.5003394,1.8363178,1.4999015,1.8367075,-3.0004296,1.8365625,2.999518
617,1.840275,-3.914378e-05,1.8400347,-1.5003394,1.839898,1.499903,1.8402481,-3.0004356,1.8401036,2.999517
618,1.8438236,-3.475134e-05,1.8435796,-1.5003396,1.8434404,1.4999052,1.8437674,-3.0004401,1.8436284,2.9995153
619,1.8473905,-3.3581717e-05,1.8471019,-1.5003405,1.8469589,1.4999051,1.8473146,-3.0004451,1.8471714,2.999511
620,1.8509332,-3.120231e-05,1.8506458,-1.50034,1.8505067,1.4999075,1.8508631,-3.0004485,1.8507555,2.999516
621,1.8544551,-3.057049e-05,1.8542335,-1.500338,1.8540815,1.4999089,1.8544087,-3.0004423,1.8542962,2.9995105
622,1.8579983,-2.8726812e-05,1.8577743,-1.5003406,1.8576255,1.49991,1.8579262,-3.0004382,1.8578143,2.9995065
623,1.8615899,-2.4614987e-05,1.8612969,-1.5003444,1.8611438,1.4999095,1.8614738,-3.0004373,1.861362,2.9995003
624,1.8651307,-2.5176814e-05,1.8648443,-1.5003455,1.8646884,1.4999107,1.8650324,-3.000437,1.8649026,2.9994972
625,1.8686522,-2.6697075e-05,1.8684157,-1.5003464,1.8682759,1.4999119,1.8685778,-3.0004358,1.8684471,2.9995024
626,1.8721969,-3.0996678e-05,1.8719592,-1.5003443,1.8718177,1.4999132,1.8720986,-3.0004363,1.8719698,2.9995072
627,1.8757615,-2.5785332e-05,1.8754796,-1.5003446,1.8753369,1.499913,1.8756415,-3.0004368,1.8755158,2.9995124
628,1.8793051,-2.942379e-05,1.8790245,-1.5003445,1.8788846,1.4999146,1.8792367,-3.0004342,1.8790812,2.9995131
629,1.8828238,-3.114e-05,1.8826104,-1.5003434,1.8824685,1.4999164,1.8827779,-3.000437,1.8826243,2.9995127
630,1.8863732,-2.709221e-05,1.8861512,-1.5003451,1.8860095,1.4999182,1.8863,-3.0004408,1.8861446,2.9995105
631,1.8899344,-2.2882115e-05,1.889675,-1.5003483,1.8895303,1.4999171,1.889847,-3.0004406,1.8896917,2.999512
632,1.8934767,-2.6035683e-05,1.893219,-1.5003548,1.8930784,1.499919,1.8934146,-3.000438,1.893281,2.9995131
633,1.8969978,-2.9694587e-05,1.8967912,-1.5003504,1.8966695,1.499922,1.8969597,-3.00044,1.8968202,2.9995105
634,1.9005455,-2.6060232e-05,1.9003334,-1.5003563,1.9002115,1.4999219,1.9004819,-3.0004425,1.900345,2.9995067
635,1.9041203,-2.4657464e-05,1.9038529,-1.5003605,1.9037316,1.4999202,1.9040258,-3.0004442,1.9038887,2.9995005
636,1.9076626,-2.2385764e-05,1.9073985,-1.5003649,1.9072762,1.4999223,1.907609,-3.0004413,1.9074541,2.9995053
637,1.9111848,-2.1491971e-05,1.9109582,-1.500365,1.9108535,1.4999241,1.9111494,-3.0004427,1.9109951,2.9994998
638,1.9147282,-2.0382991e-05,1.9145031,-1.5003645,1.9143963,1.4999244,1.9146699,-3.000446,1.9145144,2.999496
639,1.9183106,-1.6745944e-05,1.9180232,-1.5003656,1.917919,1.4999238,1.9182167,-3.0004463,1.9180639,2.9994915
640,1.9218507,-1.7760125e-05,1.9215691,-1.5003653,1.9214633,1.4999259,1.9217831,-3.0004444,1.9216046,2.9994853
641,1.9253739,-1.9271494e-05,1.9251513,-1.5003654,1.9250593,1.4999282,1.9253277,-3.0004456,1.9251527,2.9994926
642,1.9289188,-1.7635386e-05,1.9286942,-1.500364,1.9285991,1.4999284,1.9288495,-3.0004475,1.928667,2.9994974
643,1.9324994,-1.36963645e-05,1.9322144,-1.5003651,1.9321256,1.4999275,1.932394,-3.0004485,1.9322162,2.9994993
